Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE44238	"KDM4A regulated genes in human squamous carcinoma cells"	"Expression profiling by array"	"Homo sapiens"	2		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44238/suppl"	23633675		"Sam Ding"	"May 03, 2013"
GSE44243	"Recruitment of FOXP1 to target genes in diffuse large B-cell lymphoma (DLBCL) cells"	"Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	3		"PAIR;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44243/suppl"	23580662		"SERGIO ROA"	"May 03, 2013"
GSE45042	"Cell host-response to infection with novel human coronavirus EMC predict potential antivirals and important differences with SARS-coronavirus."	"Expression profiling by array"	"Homo sapiens"	32		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45042/suppl"	23631916;24846384		"Michael Katze"	"May 03, 2013"
GSE45660	"MicroArray Gene Expression Profiling of NKX2.1-GFP+ MGE-like Interneuron Precursors Derived from Human Embryonic Stem Cells"	"Expression profiling by array"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45660/suppl"	23642366		"Cory R Nicholas"	"May 03, 2013"
GSE34589	"Elk1 Directs a Critical Component of Growth Signaling by the Androgen Receptor in Prostate Cancer"	"Expression profiling by array"	"Homo sapiens"	8		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34589/suppl"	23426362		"Robert J Trumbly"	"May 02, 2013"
GSE37349	"The transcriptomic effect of induced LRIG1 expression in NPC cells"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37349/suppl"	23624915		"Chia Huei Lee"	"May 02, 2013"
GSE37991	"Gene expression profiling of oral squamous cell carcinoma (OSCC)"	"Expression profiling by array"	"Homo sapiens"	80		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37991/suppl"	23624915;25204733;23362108		"Chia Huei Lee"	"May 02, 2013"
GSE41804	"Hepatic gene expression of HCV related Hepatocellular carcinoma and non-cancerous tissue with Il28B rs8099917 TT genotype and TG/GG genotype"	"Expression profiling by array"	"Homo sapiens"	40	GDS4887	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41804/suppl"	23426277		"Yuji Hodo"	"May 02, 2013"
GSE42112	"Comparison of extravillous trophoblast cells derived from human embryonic stem cells and from first trimester human placentas"	"Expression profiling by array"	"Homo sapiens"	13		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42112/suppl"	23631809		"Laura Clamon Schulz"	"May 02, 2013"
GSE46538	"Expression data from PDE1C knockdown glioblastoma short-term cultures"	"Expression profiling by array"	"Homo sapiens"	12		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46538/suppl"			"Farjana B Rowther"	"May 02, 2013"
GSE46567	"cDNA microarray data after influenza A virus infection in nasal epithelial cells"	"Expression profiling by array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46567/suppl"			"Hyun Jik Kim"	"May 02, 2013"
GSE46572	"Buccals are likely to be a more informative surrogate tissue than blood for epigenome-wide association studies [Bisulfite-Seq]"	"Methylation profiling by high throughput sequencing"	"Homo sapiens"	28		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46572/suppl"	23538714	SRP022041	"Robert Lowe"	"May 02, 2013"
GSE46573	"Buccals are likely to be a more informative surrogate tissue than blood for epigenome-wide association studies [Illumina tiling]"	"Methylation profiling by genome tiling array"	"Homo sapiens"	22		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46573/suppl"	23538714		"Robert Lowe"	"May 02, 2013"
GSE19404	"Gene expression analysis of primitive neuroectodermal tumors"	"Expression profiling by array"	"Homo sapiens"	24	GDS4838	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19404/suppl"	23591193;23887970		"Hazel Anne Rogers"	"May 01, 2013"
GSE29649	"Human SKOV-3 cells, Input DNA vs ChIP DNA"	"Genome binding/occupancy profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29649/suppl"			"Genotypic technology"	"May 01, 2013"
GSE30188	"Rho transcription inhibitor CCG-1423 effect on PC-3 cells"	"Expression profiling by array"	"Homo sapiens"	20		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30188/suppl"			"Richard R. Neubig"	"May 01, 2013"
GSE36147	"Next-generation sequencing and microarray-based interrogation of microRNAs from formalin-fixed, paraffin-embedded tissue: Assessment of cross-platform concordance."	"Non-coding RNA profiling by high throughput sequencing"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36147/suppl"		SRP011130	"Katherine Hill"	"May 01, 2013"
GSE36928	"Expression profile of the  endocrine therapy resistant breast cancer cells LTED depleted of PBX1 or treated with the gamma-secretase inhibitor MRK003"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36928/suppl"	23576735		"luca magnani"	"May 01, 2013"
GSE37053	"Patterns of miRNA expression in primary plasma cell leukemias: implications for tumor progression in multiple myeloma"	"Non-coding RNA profiling by array"	"Homo sapiens"	57		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37053/suppl"	23613318		"Luca Agnelli"	"May 01, 2013"
GSE37323	"Genome-wide reprogramming of the chromatin landscape underlies endocrine therapy resistance in breast cancer"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	9		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37323/suppl"	23576735	SRP012270	"xiaoyang zhang"	"May 01, 2013"
GSE37918	"RNA-seq in breast cancer cell lines after manipulation of miR-23b expression"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37918/suppl"	23580553	SRP013022	"Leandro Castellano"	"May 01, 2013"
GSE39417	"Expression profile of the endocrine therapy sensitive breast cancer cells MCF7 depleted of PBX1"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39417/suppl"	23576735		"luca magnani"	"May 01, 2013"
GSE39418	"Genome-wide reprogramming of the chromatin landscape underlies endocrine therapy resistance in breast cancer"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	28		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39418/suppl"	23576735		"luca magnani"	"May 01, 2013"
GSE39925	"Transcriptional characterization of a prospective series of primary plasma cell leukemia revealed genes associated with tumor progression and poorest outcome"	"Expression profiling by array"	"Homo sapiens"	76		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39925/suppl"	23599371		"Luca Agnelli"	"May 01, 2013"
GSE41919	"Gene expression profiling in the cerebral cortex of patients with cirrhosis with and without hepatic encephalopathy"	"Expression profiling by array"	"Homo sapiens"	19		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41919/suppl"			"Boris Goerg"	"May 01, 2013"
GSE42089	"The investigational Aurora kinase A inhibitor MLN8237 induces defects in cell viability and cell cycle progression in mouse bladder cancer cells in vitro and in vivo"	"Expression profiling by array"	"Homo sapiens"	18		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42089/suppl"	23403633		"Jacob Zhang"	"May 01, 2013"
GSE42282	"Transcriptional profiling of Ewing's sarcoma derived exosomes"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42282/suppl"			"Olivia Prazeres da Costa"	"May 01, 2013"
GSE42358	"Transcriptome analysis of CD16/CD62L neutrophil subsets during human experimental endotoxemia"	"Expression profiling by array"	"Homo sapiens"	16		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42358/suppl"	24015224		"Stan de Kleijn"	"May 01, 2013"
GSE42724	"Analysis of proposed human B1 cells"	"Expression profiling by array"	"Homo sapiens"	12		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42724/suppl"	23613519		"Leentje Van Lommel"	"May 01, 2013"
GSE42762	"FOXO3a Is A Major Target Of Inactivation By PI3K/AKT Signaling In Aggressive Neuroblastoma"	"Expression profiling by array"	"Homo sapiens"	12		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42762/suppl"	23378341		"Rogier Versteeg"	"May 01, 2013"
GSE42774	"A genome-wide methylation study on essential hypertension in young African American Males"	"Methylation profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42774/suppl"			"Xiaoling Wang"	"May 01, 2013"
GSE42977	"Sequential Binary Gene-Ratio Tests Define a Novel Molecular Diagnostic Strategy for Malignant Pleural Mesothelioma"	"Expression profiling by array"	"Homo sapiens"	117		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42977/suppl"	23493352		"Assunta De Rienzo"	"May 01, 2013"
GSE43029	"RNASET2-silenced and control OVCAR3 cell clones injected into nude mice."	"Expression profiling by array"	"Homo sapiens;Mus musculus"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43029/suppl"	23630276		"Marco Fabbri"	"May 01, 2013"
GSE43167	"Small RNA analysis of ADAR1-knock down HeLa cells by RNAi"	"Non-coding RNA profiling by high throughput sequencing"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43167/suppl"	23622242	SRP017699	"Kazuko Nishikura"	"May 01, 2013"
GSE43446	"Influenza peptide reactivity within a cohort of age-stratified individuals pre and post vaccination with the 2008/2009 trivalent influenza vaccine"	"Other"	"H1N1 subtype;H3N2 subtype;Homo sapiens;Influenza B virus"	152		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43446/suppl"	23734205		"Jordan Price"	"May 01, 2013"
GSE44001	"Genetic profiling to predict recurrence of early cervical cancer"	"Expression profiling by array"	"Homo sapiens"	300		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44001/suppl"	24145113		"Yuyoung Lee"	"May 01, 2013"
GSE44216	"Comparison of transcriptional profiles of PBMCs from HIV-infected rapid progressors and chronic progressors"	"Expression profiling by array"	"Homo sapiens"	13		"PAIR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44216/suppl"	23592504		"zining zhang"	"May 01, 2013"
GSE44239	"Genes regulated by miR-203 in breast cancer cell line MDA-MB-231"	"Expression profiling by array"	"Homo sapiens"	2		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44239/suppl"	23447531		"Sam Ding"	"May 01, 2013"
GSE44332	"Real-time quantitative PCR analysis of microRNAs in human PBMC samples"	"Expression profiling by RT-PCR"	"Homo sapiens"	50		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44332/suppl"	23592504		"zining zhang"	"May 01, 2013"
GSE44538	"MYCN and HDAC2 cooperate to repress miR-183 signaling in neuroblastoma."	"Non-coding RNA profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44538/suppl"	23625969		"Marco Lodrini"	"May 01, 2013"
GSE44619	"Effect of NF-kB inhibition and activation on gene expression in mouse and human lung cancer cell-lines"	"Expression profiling by array"	"Homo sapiens;Mus musculus"	19		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44619/suppl"	23635779		"Amer Beg"	"May 01, 2013"
GSE44736	"Dexamethasone Acutely Down-regulates Genes Involved in Steroidogenesis in Stallion Testes"	"Expression profiling by array"	"Equus caballus;Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44736/suppl"			"Nancy Ing"	"May 01, 2013"
GSE45251	"The inflammatory response of human airway smooth muscle cells"	"Expression profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45251/suppl"			"Jurgen Knobloch"	"May 01, 2013"
GSE45949	"Overexpression of ATF4 in BEAS2B cells"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45949/suppl"			"Katrina Steiling"	"May 01, 2013"
GSE46130	"Transcriptional and Epigenetic Dynamics During Specification of Human Embryonic Stem Cells"	"Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by high throughput sequencing;Expression profiling by high throughput sequencing"	"Homo sapiens"	10		"BED;GTF"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46130/suppl"	23664763	SRP021134	"Michael Johannes Ziller"	"May 01, 2013"
GSE46159	"Segmental Allergen Challenge Regulates Gene Expression In Bronchoalveolar Lavage (BAL) Cells From Atopic and Mild Asthmatic Subjects"	"Expression profiling by array"	"Homo sapiens"	8		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46159/suppl"			"Stephane Esnault"	"May 01, 2013"
GSE46352	"Caco-2 cells cultured in the presence of Lactobacillus fermentum strains AGR1485 or AGR1487"	"Expression profiling by array"	"Homo sapiens"	12		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46352/suppl"			"Wayne Young"	"May 01, 2013"
GSE46509	"Molecular profile of parvalbumin-immunoreactive neurons in superior temporal cortex in schizophrenia"	"Expression profiling by array"	"Homo sapiens"	16		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46509/suppl"			"Sarah Mauney"	"May 01, 2013"
GSE46514	"Comparing proteomics and RISC immunoprecipitations to identify targets of Epstein-Barr viral miRNAs [RISC-IP-seq]"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46514/suppl"	23091622	SRP021916	"Bill Sugden"	"May 01, 2013"
GSE46517	"Human melanoma samples comparing nevi and primary and metastatic melanoma"	"Expression profiling by array"	"Homo sapiens"	121		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46517/suppl"	20520718		"Lawrence N Kwong"	"May 01, 2013"
GSE34152	"Expression data from GBM and normal neural CD133+ and CD133- cells"	"Expression profiling by array"	"Homo sapiens"	8		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34152/suppl"	23734191		"Hadi Zarkoob"	"Apr 30, 2013"
GSE42677	"Defining an invasion signature at the leading edge of cutaneous squamous cell carcinoma (SCC): IL-24 driven MMP-7 and MMP-13 expression."	"Expression profiling by array"	"Homo sapiens"	25		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42677/suppl"			"Mayte Suarez-Farinas"	"Apr 30, 2013"
GSE44769	"Epstein-Barr virus maintains lymphomas via its miRNAs"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	4		"XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44769/suppl"	23503461	SRP019222	"Bill Sugden"	"Apr 30, 2013"
GSE44827	"Gene expression profiling of pancreatic cancer cell line BxPC-3 induced by PAR-2 AP"	"Expression profiling by array"	"Homo sapiens"	4		"GPR;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44827/suppl"	23764046		"Che-Ming Teng"	"Apr 30, 2013"
GSE46075	"Dynamically regulated miRNA-mRNA networks revealed by exercise"	"Expression profiling by array"	"Homo sapiens"	56		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46075/suppl"	24219008		"Maxim Shkurnikov"	"Apr 30, 2013"
GSE46454	"MiR-378 dysregulated genes"	"Expression profiling by array"	"Homo sapiens"	8		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46454/suppl"			"Kevin Blansit"	"Apr 30, 2013"
GSE46463	"Estrogen-Related Receptor γ (ERRγ) Regulates Oxygen-Dependent Expression of Voltage-gated Potassium (K+) Channels and Tissue Kallikrein during Human Trophoblast Differentiation"	"Expression profiling by array"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46463/suppl"	23584901		"Scott Andrew Ochsner"	"Apr 30, 2013"
GSE46480	"Peripheral blood mononuclear cell (PBMC) gene expression in healthy adults rapidly transported to high altitude"	"Expression profiling by array"	"Homo sapiens"	196		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46480/suppl"			"Nicole Herman"	"Apr 30, 2013"
GSE38103	"A master cistromic circuit governing hepatic fibrogenesis [ChIP-seq]"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	9		"BEDGRAPH"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38103/suppl"	23622244	SRP013295	"Ruth T Yu"	"Apr 29, 2013"
GSE41580	"A Master Cistromic Circuit Governing Hepatic Fibrogenesis"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens;Rattus norvegicus"	14		"BEDGRAPH"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41580/suppl"	23622244		"Ruth T Yu"	"Apr 29, 2013"
GSE44323	"Identification of nine genomic regions of amplification in bladder cancer, correlation with stage, and potential prognositic and therapeutic value"	"Genome variation profiling by SNP array"	"Homo sapiens"	80		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44323/suppl"	23593348		"Markus Riester"	"Apr 29, 2013"
GSE46452	"Human esophageal dysplasia (16 cases) vs. esophageal squamous cell carcinoma (59 cases)"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	75		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46452/suppl"	24009147		"Ming-Rong Wang"	"Apr 29, 2013"
GSE37779	"The effect of HO-1 overexpression on microRNA transcriptome in NCI-H292 lung cancer cells"	"Non-coding RNA profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37779/suppl"	23617628		"Klaudia Skrzypek"	"Apr 27, 2013"
GSE46408	"Analysis of genes overexpressed in hepatocellular carcinoma"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46408/suppl"			"Yung-Ming Jeng"	"Apr 27, 2013"
GSE38541	"Human PA-1 cells treated with scrambled or specific ASOs"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	2		"BW"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38541/suppl"	22959273	SRP021524	"Ling-Ling Chen"	"Apr 26, 2013"
GSE40790	"Transgene-free iPSCs generated from small volume peripheral blood nonmobilized CD34+ cells"	"Methylation profiling by genome tiling array"	"Homo sapiens"	21		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40790/suppl"	23386128		"Timothy G Myers"	"Apr 26, 2013"
GSE46039	"hsa-miR-92a knock down in Flp-in T-REx 293-PTH-AGO1 cells"	"Expression profiling by array"	"Homo sapiens"	10		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46039/suppl"	23622248		"Grzegorz Kudla"	"Apr 26, 2013"
GSE46343	"Gene expression analysis of HaCaTs after non-thermal plasma treatment"	"Expression profiling by array"	"Homo sapiens"	11		"CALLS;PAIR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46343/suppl"	23668811		"Anke Schmidt"	"Apr 26, 2013"
GSE46392	"Direct conversion of fibroblasts to neurons by a new mechanism – p53 regulation"	"Expression profiling by array"	"Homo sapiens"	5		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46392/suppl"	24934763		"chongkui sun"	"Apr 26, 2013"
GSE39087	"Autoantibodies are abundant in all human sera: a demographic characterization via protein microarrays"	"Protein profiling by protein array"	"Homo sapiens"	166		"GPR;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39087/suppl"	23589757		"Robert G Nagele"	"Apr 25, 2013"
GSE40060	"HUVECs with endogenous or overexpressed GPR4 treated with pH 8.4 (control) or pH 6.4 for 5 h"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40060/suppl"	23613998		"Lixue Dong"	"Apr 25, 2013"
GSE43192	"ADAR1 forms a complex with Dicer to promote microRNA processing and RNA-induced gene silencing"	"Expression profiling by high throughput sequencing;Non-coding RNA profiling by high throughput sequencing"	"Homo sapiens;Mus musculus"	8		"BED;SAM;TXT;WIG"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43192/suppl"	23622242		"Kazuko Nishikura"	"Apr 25, 2013"
GSE44768	"Multi-tissue gene expression profiles of human brain (CR)"	"Expression profiling by array"	"Homo sapiens"	230		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44768/suppl"	23622250		"Jun Zhu"	"Apr 25, 2013"
GSE44770	"Multi-tissue gene expression profiles of human brain (PFC)"	"Expression profiling by array"	"Homo sapiens"	230		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44770/suppl"	23622250		"Jun Zhu"	"Apr 25, 2013"
GSE44771	"Multi-tissue gene expression profiles of human brain (VC)"	"Expression profiling by array"	"Homo sapiens"	230		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44771/suppl"	23622250		"Jun Zhu"	"Apr 25, 2013"
GSE44772	"Multi-tissue gene expression profiles of human brain"	"Expression profiling by array"	"Homo sapiens"	690				23622250		"Jun Zhu"	"Apr 25, 2013"
GSE46336	"compare of microRNA expression between IA and MMA"	"Non-coding RNA profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46336/suppl"			"Jia Li"	"Apr 25, 2013"
GSE46337	"compare of mRNA expression between IA and MMA"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46337/suppl"			"Jia Li"	"Apr 25, 2013"
GSE46338	"compare of expression between IA and MMA"	"Expression profiling by array;Non-coding RNA profiling by array"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46338/suppl"			"Jia Li"	"Apr 25, 2013"
GSE46346	"Targeting IRAK1 as a therapeutic approach for Myelodysplastic Syndrome"	"Expression profiling by array"	"Homo sapiens"	8		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46346/suppl"			"Garrett Rhyasen"	"Apr 25, 2013"
GSE46364	"DNA methylome signature in rheumatoid arthritis"	"Methylation profiling by array"	"Homo sapiens"	11				22736089;23631487		"John William Whitaker"	"Apr 25, 2013"
GSE41714	"Implications of time-series gene expression profiles of replicative senescence"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE41nnn/GSE41714/suppl"	23590226		"Hyun Goo Woo"	"Apr 24, 2013"
GSE42265	"Deriving Dopaminergic Neurons for Clinical Use. A Practical Approach."	"Expression profiling by array"	"Homo sapiens"	7		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42265/suppl"	23492920		"Francesca Boscolo"	"Apr 24, 2013"
GSE45266	"Genome-wide promoter methylation analysis identifies epigenetic silencing of MAPK13 in primary cutaneous melanoma"	"Methylation profiling by array"	"Homo sapiens"	29		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45266/suppl"			"Linda Gao"	"Apr 24, 2013"
GSE45613	"Expression data from CD44-knockdown MDA-MB-231 human breast cancer cells."	"Expression profiling by array"	"Homo sapiens"	3		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45613/suppl"	23633482		"Toru Hiraga"	"Apr 24, 2013"
GSE46280	"Expression data of multiple sclerosis patients receiving Interferon-beta therapy [HG-U133_Plus_2]"	"Expression profiling by array"	"Homo sapiens"	24		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46280/suppl"	23921681		"Michael Hecker"	"Apr 24, 2013"
GSE46282	"Expression data of multiple sclerosis patients receiving Interferon-beta therapy [miRNA-2_0]"	"Non-coding RNA profiling by array"	"Homo sapiens;synthetic construct"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46282/suppl"	23921681		"Michael Hecker"	"Apr 24, 2013"
GSE46283	"Expression data of multiple sclerosis patients receiving Interferon-beta therapy [TaqMan(r) Array Human MicroRNA A Cards v2.0]"	"Expression profiling by RT-PCR"	"Homo sapiens"	24		"XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46283/suppl"	23921681		"Michael Hecker"	"Apr 24, 2013"
GSE46292	"Expression data of multiple sclerosis patients receiving Interferon-beta therapy [TaqMan(r) Array Human MicroRNA B Cards v2.0]"	"Expression profiling by RT-PCR"	"Homo sapiens"	24		"XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46292/suppl"	23921681		"Michael Hecker"	"Apr 24, 2013"
GSE46293	"Expression data of multiple sclerosis patients receiving Interferon-beta therapy"	"Expression profiling by array;Non-coding RNA profiling by array;Expression profiling by RT-PCR"	"Homo sapiens;synthetic construct"	78		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46293/suppl"	23921681		"Michael Hecker"	"Apr 24, 2013"
GSE46302	"In Vivo RNA Interference Screening Identifies a Leukemia-Specific Dependence on Integrin Beta 3 Signaling"	"Expression profiling by array"	"Homo sapiens"	24		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46302/suppl"	23770013		"Gabriela Alexe"	"Apr 24, 2013"
GSE46314	"Development of gene expression signatures to characterize evolution of hASC cells isolated and maintained xenogeneic-free"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46314/suppl"	23874459		"Andrés Sanz-García"	"Apr 24, 2013"
