Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE77125	"Chromatin interactions involving super-enhancers associate with specific expression patterns of target genes"	"Other"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77125/suppl"	28526829	SRP068767	"Melissa Jane Fullwood"	"May 01, 2017"
GSE78697	"Postnatal monocyte maturation requires age-dependent initiation of regulatory gene programs when losing birth-associated stress tolerance"	"Expression profiling by array"	"Homo sapiens"	12		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78697/suppl"	28459433		"Joachim Schultze"	"May 01, 2017"
GSE79660	"Lenaliddomide + IL21 in CLL"	"Expression profiling by array"	"Homo sapiens"	12		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79660/suppl"	27287425		"Lianbo Yu"	"May 01, 2017"
GSE81310	"The effect of EPO on gene expression signatures of hepatocellular carcinoma cells"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81310/suppl"			"shizhong ke"	"May 01, 2017"
GSE81473	"Antisecretory Factor Reduces Tumor Pressure and Exhibits Anti-Tumor Activity in Human Glioblastoma"	"Expression profiling by array"	"Homo sapiens"	16		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81473/suppl"			"David Quigley"	"May 01, 2017"
GSE81780	"Contribution of STAT3, IRF1 and PGAM5 to androgen response in prostate cancer cells"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE81nnn/GSE81780/suppl"			"Dan Wang"	"May 01, 2017"
GSE83934	"Profiling of microRNAs in tumor interstitial fluid of breast cancer patients - a novel resource to identify biomarkers for prognostic classification and detection of cancer"	"Non-coding RNA profiling by array"	"Homo sapiens"	69		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83934/suppl"			"Ann Rita Halvorsen"	"May 01, 2017"
GSE85042	"Sex differences in DNA methylation of the cord blood are related to sex-bias psychiatric diseases"	"Methylation profiling by genome tiling array"	"Homo sapiens"	71		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85042/suppl"	28303968		"Mariana Maschietto"	"May 01, 2017"
GSE85933	"Histone demethylase JMJD3 disrupts spectrin-dependent cytoskeleton via activation of HKDC1 to suppress Pancreatic Ductal Adenocarcinoma"	"Expression profiling by array"	"Homo sapiens"	3		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85933/suppl"			"zhangang XIAO"	"May 01, 2017"
GSE86547	"The histone demethylase KDM3A regulates the transcriptional program of the androgen receptor in prostate cancer cells"	"Expression profiling by array"	"Homo sapiens"	4		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86547/suppl"	28416760		"Natasha Sahgal"	"May 01, 2017"
GSE86871	"Targeting the vulnerability to NAD+ depletion in B-cell acute lymphoblastic leukemia"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86871/suppl"	28904384		"Phillip H Koeffler"	"May 01, 2017"
GSE86995	"The induction of an epithelial gene program promotes traits of mammary progenitor luminal cells"	"Non-coding RNA profiling by array"	"Homo sapiens"	89		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86995/suppl"			"Juanjo Lozano"	"May 01, 2017"
GSE87379	"Comprehensive functional screening of miRNAs involved in human fat cell insulin sensitivity"	"Non-coding RNA profiling by array"	"Homo sapiens;synthetic construct"	48		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87379/suppl"	28270439		"Ingrid Dahlman"	"May 01, 2017"
GSE89317	"Gene expression profile of biochemically recurrent prostate cancer"	"Expression profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89317/suppl"			"Kristina Daniunaite"	"May 01, 2017"
GSE89353	"Epimutations as a novel cause of congenital disorders"	"Methylation profiling by genome tiling array"	"Homo sapiens"	620		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89353/suppl"			"Andrew Sharp"	"May 01, 2017"
GSE89687	"MicroRNA expression in sporadic and FAP-associated Desmoid Tumors and correlation with beta-catenin gene mutations"	"Non-coding RNA profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89687/suppl"			"Maria Teresa Rotelli"	"May 01, 2017"
GSE90117	"Prenatal Pesticide Exposure Interacts with a Common Polymorphism in the PON1 Gene Leading to DNA Methylation Changes"	"Methylation profiling by array"	"Homo sapiens"	48		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90117/suppl"	28396702		"Ken Declerck"	"May 01, 2017"
GSE93395	"Gene expression profile of human multiple myeloma cell line MM.1S after knockdown of KDM6B"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93395/suppl"	28487543	SRP096375	"Hiroto Ohguchi"	"May 01, 2017"
GSE93748	"Identification of target genes of TAZ in the prostate cancer cells"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	4		"XLSX"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93748/suppl"		SRP096943	"Chen-Ying Liu"	"May 01, 2017"
GSE94405	"Acquired resistance mechanisms to capmatinib, a MET inhibitor in MET-amplified non-small cell lung cancer cells"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94405/suppl"		SRP098728	"Seulki Kim"	"May 01, 2017"
GSE94827	"Inhibiting the oncogenic translation program is an effective therapeutic strategy in multiple myeloma"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94827/suppl"		SRP099436	"Irene Ghobrial"	"May 01, 2017"
GSE94963	"Human Adult Sorted Live Cell Erythroblasts transduced with Sigma shRNA Clone TRCN0000162889 targeting SLC25A39 with puromycin selection RNAseq."	"Expression profiling by high throughput sequencing"	"Homo sapiens"	36		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE94nnn/GSE94963/suppl"		SRP100017	"Jeffery L. Miller"	"May 01, 2017"
GSE95109	"Cancer-cell intrinsic gene expression signatures minimise the confounding effects of intratumoural heterogeneity in colorectal cancer patient classification."	"Expression profiling by array"	"Homo sapiens"	72		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95109/suppl"	28561046;27151745		"Philip Dunne"	"May 01, 2017"
GSE95397	"Genome-wide transcriptional targets of KLF15 in human airway smooth muscle"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95397/suppl"	28375666	SRP100755	"Anthony Gerber"	"May 01, 2017"
GSE95482	"Expression data from hepatocytes of Tangier disease and control subjects"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95482/suppl"	28330813		"Daniel Rader"	"May 01, 2017"
GSE97530	"Aberrantly Expressed Long Non-coding RNAs In CD8+ T Cells Response to Active Tuberculosis"	"Expression profiling by array;Non-coding RNA profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97530/suppl"	28422321		"yurong fu"	"May 01, 2017"
GSE97543	"Wnt/β-catenin signaling mediates resistance of colorectal cancer cells to chemoradiotherapy"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97543/suppl"			"Yue Hu"	"May 01, 2017"
GSE97572	"The effect of SPARCL1 overexpression on osteosarcoma MNNG-HOS cell line"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97572/suppl"			"Shujie Zhao"	"May 01, 2017"
GSE97710	"Generation of pure GABAergic neurons by transcription factor programming"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	2		"BW;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97710/suppl"	28504679	SRP103841	"Samuele Marro"	"May 01, 2017"
GSE97962	"ZNF516 Is a Potent Suppressor of the EGFR Oncogene through Chromatin Targeting of the CtBP/LSD1/CoREST Complex"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	2		"BED;BW"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97962/suppl"		SRP104255	"Xinhua Liu"	"May 01, 2017"
GSE98011	"Mapping the human DC lineage through the integration of high dimensional techniques"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	93		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98011/suppl"	28473638	SRP104402	"jinmiao chen"	"May 01, 2017"
GSE98052	"Mapping the human DC lineage through the integration of high dimensional techniques"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98052/suppl"	28473638	SRP104697	"Joachim Schultze"	"May 01, 2017"
GSE98337	"Expression data from breast cancer cells MDA-MB-231"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98337/suppl"			"Jie Wu"	"May 01, 2017"
GSE98385	"SNP array data of multi regional colorectal carcinoma"	"Genome variation profiling by SNP array;SNP genotyping by SNP array"	"Homo sapiens"	75						"RYUTARO UCHI"	"May 01, 2017"
GSE62576	"Expression data from prostate cancer cell lines"	"Expression profiling by array"	"Homo sapiens"	4		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62576/suppl"			"Tohru Yoneyama"	"Apr 30, 2017"
GSE75041	"Methylation profiling in predict recurrence hepatocellular carcinoma"	"Methylation profiling by array"	"Homo sapiens"	66		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE75nnn/GSE75041/suppl"			"Yunfei Yuan"	"Apr 30, 2017"
GSE80508	"Epigenetic minicircuitry of AML1-ETO/THAP10/MIR383 contributes t(8;21) AML leukemogenesis"	"Methylation profiling by array;Methylation profiling by genome tiling array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80508/suppl"			"Shi Long"	"Apr 30, 2017"
GSE84841	"A genome-wide microRNA profiling indicates miR-424-5p and miR-503-5p as regulators of ALK expression in neuroblastoma (NB cell lines)"	"Non-coding RNA profiling by array"	"Homo sapiens"	15		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84841/suppl"			"Sara Stigliani"	"Apr 30, 2017"
GSE86652	"A genome-wide microRNA profiling indicates miR-424-5p and miR-503-5p as regulators of ALK expression in neuroblastoma(NB Samples)"	"Non-coding RNA profiling by array"	"Homo sapiens"	20		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86652/suppl"			"Sara Stigliani"	"Apr 30, 2017"
GSE86889	"A genome-wide microRNA profiling indicates miR-424-5p and miR-503-5p as regulators of ALK expression in neuroblastoma"	"Non-coding RNA profiling by array"	"Homo sapiens"	35		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86889/suppl"			"Sara Stigliani"	"Apr 30, 2017"
GSE87384	"Characterization of human Fcrl4-positive B cells"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE87nnn/GSE87384/suppl"	28636654		"Jerome Moreaux"	"Apr 30, 2017"
GSE89243	"DNA methylation profiling of prostate cancer"	"Methylation profiling by genome tiling array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89243/suppl"	28398479		"Kristina Daniunaite"	"Apr 30, 2017"
GSE89501	"Gene expression analysis of different subtypes of GSCs upon miR-128 overexpression or downregulation and after knockdown of Polycomb components BMI1 and SUZ12"	"Expression profiling by array"	"Homo sapiens"	33		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89501/suppl"	28591575		"Arun Kumar Rooj"	"Apr 30, 2017"
GSE89953	"Transcriptomics of Human Alveolar Macrophages and Peripheral Blood Monocytes in Acute Respiratory Distress Syndrome"	"Expression profiling by array"	"Homo sapiens"	52		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89953/suppl"	28708019		"Sina Gharib"	"Apr 30, 2017"
GSE90548	"Expression data from U2OS-ER-alpha cells"	"Expression profiling by array"	"Homo sapiens"	12		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90548/suppl"	28286232		"Rebecca Jean Watters"	"Apr 30, 2017"
GSE92935	"Differential gene expression profiles of corneal epithelium from Keratoconus patients"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92935/suppl"			"Genotypic technology"	"Apr 30, 2017"
GSE93657	"ENPP1 Mutation Causes Recessive Cole Disease by Altering Melanogenesis"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93657/suppl"	28964717	SRP096825	"Bruno Reversade"	"Apr 30, 2017"
GSE93984	"Expression data from DLBCL tumor biopsies"	"Expression profiling by array"	"Homo sapiens"	88		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93984/suppl"	28428442		"Hsu-Ping Kuo"	"Apr 30, 2017"
GSE93985	"Gene expression data of parental and ibrutinib-resistant TMD8 cells."	"Expression profiling by array"	"Homo sapiens"	4		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93985/suppl"	28428442		"Hsu-Ping Kuo"	"Apr 30, 2017"
GSE93986	"Expression data from DLBCL tumor biopsies and TMD8 cell line"	"Expression profiling by array"	"Homo sapiens"	92		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93986/suppl"	28428442		"Hsu-Ping Kuo"	"Apr 30, 2017"
GSE79113	"Gene expression profile of melanoma cell lines after overexpression or knockdown of KPC1"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	12						"Dave Hoon"	"Apr 29, 2017"
GSE98344	"The unique C-terminal and N-terminal sequences of MT3 on gene expression profiles of MCF-7 cells"	"Expression profiling by array"	"Homo sapiens"	20		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98344/suppl"			"Donald Sens"	"Apr 29, 2017"
GSE68353	"Mutant p53R273H regulated microRNA profiling in presence and absence of DNA damage in H1299 cells"	"Non-coding RNA profiling by high throughput sequencing"	"Homo sapiens"	8		"CSV"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE68nnn/GSE68353/suppl"		SRP057753	"Raghunath Chatterjee"	"Apr 28, 2017"
GSE70219	"G-CSF plus AMD3100 mobilization in adult patients with beta-thalassemia results in effective mobilization of CD34+ cells with primitive signatures"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70219/suppl"			"Flavia Contino"	"Apr 28, 2017"
GSE70741	"Differentiation of human embryonic stem cells towards hepatocytes"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	10		"TSV"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE70nnn/GSE70741/suppl"	28466868	SRP060651	"Andrew Paul Hutchins"	"Apr 28, 2017"
GSE72634	"C/EBPalpha regulated microRNA expression profiling in inducible K562-C/EBPalpha-ER cells"	"Non-coding RNA profiling by high throughput sequencing"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72634/suppl"	28663557	SRP063097	"Gerhard Behre"	"Apr 28, 2017"
GSE72919	"Time-course expression data from HEK293∆RAF1:ER cells stimulated with 4OHT, U0126, CYHX, ActD, EGF, FGF, or IGF"	"Expression profiling by array"	"Homo sapiens"	41		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE72nnn/GSE72919/suppl"	28468958		"Florian Uhlitz"	"Apr 28, 2017"
GSE80752	"The plant alkaloid chelerythrine binds to chromatin, alters H3K9Ac and modulates global gene expression"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80752/suppl"			"madavan vasudevan"	"Apr 28, 2017"
GSE84897	"Genome-wide analysis of DNA hydroxymethylation and methylation during epstein-barr virus infection."	"Expression profiling by high throughput sequencing;Methylation profiling by high throughput sequencing"	"Homo sapiens"	8		"BIGWIG;GTF;XLSX"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84897/suppl"	27829228	SRP079995	"Masaki Fukuyo"	"Apr 28, 2017"
GSE89269	"Post-infectious time-series DNA methylation analysis in gastric epithelial cells"	"Methylation profiling by genome tiling array"	"Homo sapiens"	22		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE89nnn/GSE89269/suppl"	28418084;28801683		"Masaki Fukuyo"	"Apr 28, 2017"
GSE92262	"mRNA expression levels in splenic human mononuclear cells of mock- and HIV-1-infected humanized mice"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92262/suppl"	28475648	SRP095007	"Kei Sato"	"Apr 28, 2017"
GSE92960	"Identification of the Lgr5+ population in human colorectal samples"	"Expression profiling by array"	"Homo sapiens"	4		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92960/suppl"	28468934		"Camille Stephan Otto Attolini"	"Apr 28, 2017"
GSE92961	"Characterization by gene expression arrays of the human CRC populations according to the Ki67 and Lgr5 expression levels"	"Expression profiling by array"	"Homo sapiens"	16		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92961/suppl"	28468934		"Camille Stephan Otto Attolini"	"Apr 28, 2017"
GSE92962	"A genome editing approach to study cancer stem cells in human tumors"	"Expression profiling by array"	"Homo sapiens"	20		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE92nnn/GSE92962/suppl"	28468934		"Camille Stephan Otto Attolini"	"Apr 28, 2017"
GSE93610	"Time-course expression data from HEK293∆RAF1:ER cells stimulated with 4OHT and labelled with 4SU"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	20		"TSV"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93610/suppl"	28468958	SRP096749	"Florian Uhlitz"	"Apr 28, 2017"
GSE93611	"Time-course expression data from HEK293∆RAF1:ER cells stimulated with 4OHT, U0126, CYHX, ActD, EGF, FGF, or IGF and labelled with 4SU"	"Expression profiling by high throughput sequencing;Expression profiling by array"	"Homo sapiens"	61		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93611/suppl"	28468958		"Florian Uhlitz"	"Apr 28, 2017"
GSE93783	"Cytotoxic Vibrio T3SS1 Rewires Host Gene Expression to Subvert Cell Death Signaling and Activate Cell Survival Networks"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	27		"TAB"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE93nnn/GSE93783/suppl"	28512145	SRP096982	"Nicole Janell De Nisco"	"Apr 28, 2017"
GSE96744	"Epigenetic identity in AML is mostly dependent on disruption of non-promoter regulatory elements and reveals potentially antagonistic effects of mutations in epigenetic modifiers [mouse]"	"Methylation profiling by high throughput sequencing;Third-party reanalysis"	"Homo sapiens;Mus musculus"	7		"BED;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE96nnn/GSE96744/suppl"	28408400	SRP105425	"Jacob Lowell Glass"	"Apr 28, 2017"
GSE97214	"Transcriptome sequencing identify a recurrent CRYL1-IFT88 chimeric transcript in hepatocellular carcinoma"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE97nnn/GSE97214/suppl"	28489570	SRP102722	"Yi Huang"	"Apr 28, 2017"
GSE98269	"Salivary lnc-PCDH9-13:1 and miR-664a-5p are Novel Hypersensitive and Specific Biomarkers in Diagnosis of Early Hepatocellular Carcinoma"	"Non-coding RNA profiling by array;Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98269/suppl"			"Zijun Xie"	"Apr 28, 2017"
GSE98275	"S-adenosylmethionine (SAM) treatment attenuates breast cancer growth, invasion, metastasis"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98275/suppl"			"Niaz Mahmood"	"Apr 28, 2017"
GSE98310	"Transcriptome analysis of G protein-coupled receptors in distinct genetic subgroups of acute myeloid leukemia: identification of potential disease-specific targets"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	22		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98310/suppl"	27258612	SRP105369	"Guy Sauvageau"	"Apr 28, 2017"
GSE98350	"Epigenetic identity in AML is mostly dependent on disruption of non-promoter regulatory elements and reveals potentially antagonistic effects of mutations in epigenetic modifiers"	"Third-party reanalysis;Methylation profiling by high throughput sequencing"	"Homo sapiens"	126		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98350/suppl"	28408400		"Jacob Lowell Glass"	"Apr 28, 2017"
GSE57152	"Alternative poly(A) in Alzheimer's disase"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57152/suppl"	28630030	SRP041534	"Shahar Barbash"	"Apr 27, 2017"
GSE79111	"Gene expression profile in IM-0223 cells transfected with KPC1 or control vector using RNA-seq"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	4		"CSV;TAB"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE79nnn/GSE79111/suppl"	28389511	SRP071660	"Dave Hoon"	"Apr 27, 2017"
GSE83724	"PAX3-FOXO1 requires BRD4 to drive oncogene addiction in RMS cells [RNA-seq]"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	10		"FPKM_TRACKING"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83724/suppl"	28446439	SRP077230	"Javed Khan"	"Apr 27, 2017"
GSE83725	"PAX3-FOXO1 establishes myogenic super enhancers and recruits BRD4 de novo [7250 ChIP-seq]"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	14		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83725/suppl"	28446439	SRP077231	"Javed Khan"	"Apr 27, 2017"
GSE83726	"PAX3-FOXO1 establishes myogenic super enhancers [RMS Chip-seq]"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	52		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83726/suppl"	28446439	SRP077229	"Javed Khan"	"Apr 27, 2017"
GSE83727	"Chromatin looping evidence between PAX3-FOXO1 bound super enhancer and MYOD1 promoter [4C-seq]"	"Other"	"Homo sapiens"	2		"BEDGRAPH"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83727/suppl"	28446439	SRP077228	"Javed Khan"	"Apr 27, 2017"
GSE83728	"Epigenetic Lanscape and BRD4 Transcriptional Dependency of PAX3-FOXO1 Driven Rhabdomyosarcoma"	"Expression profiling by high throughput sequencing;Genome binding/occupancy profiling by high throughput sequencing;Other"	"Homo sapiens"	78		"BED;BEDGRAPH;FPKM_TRACKING"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE83nnn/GSE83728/suppl"	28446439		"Javed Khan"	"Apr 27, 2017"
GSE86153	"Identification of extensive cellular diversity and maturation of active neuronal networks in long-term cultures of human brain organoids"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	2		"CSV;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE86nnn/GSE86153/suppl"	28445462	SRP083140	"Paola Arlotta"	"Apr 27, 2017"
GSE90992	"Nucleosome Repositioning During Differentiation of a Human Myeloid Leukemia Cell Line"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	21		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE90nnn/GSE90992/suppl"	28406749	SRP094703	"Vladimir B Teif"	"Apr 27, 2017"
GSE95384	"Analysis of microRNA expression profiles in Xp11 renal cell carcinoma compared to normal adjacent tissue."	"Expression profiling by array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95384/suppl"	28811253		"Luigi Marchionni"	"Apr 27, 2017"
GSE95611	"The effect of cortex/medulla proportions on molecular diagnoses in kidney transplant biopsies: rejection and injury can be assessed in medulla"	"Expression profiling by array"	"Homo sapiens"	154		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE95nnn/GSE95611/suppl"	28226404		"Jessica Chang"	"Apr 27, 2017"
GSE98225	"Long noncoding RNA expression profile in HLE B-3 cells during TGF-β2-induced epithelial-mesenchymal transition"	"Non-coding RNA profiling by array;Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE98nnn/GSE98225/suppl"	28511643		"Bingyu Zhang"	"Apr 27, 2017"
GSE77718	"Genome-wide methylation analysis identifies core set of hypermethylated genes in CIMP-H colorectal cancer"	"Methylation profiling by genome tiling array"	"Homo sapiens"	192		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE77nnn/GSE77718/suppl"	28351398		"Parry Guilford"	"Apr 26, 2017"
GSE80661	"Non-overlapping control of transcriptome by Promoter and Super-Enhancer-Associated Dependencies"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	8		"WIG"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE80nnn/GSE80661/suppl"		SRP073902	"Nikhil C Munshi"	"Apr 26, 2017"
GSE85195	"Gene Expression analysis of Oral Leukoplakia and Early Stage Oral Squamous Cell Carcinoma"	"Expression profiling by array"	"Homo sapiens"	50		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE85nnn/GSE85195/suppl"	28433800		"Manoj Balkrishna Mahimkar"	"Apr 26, 2017"
