Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE32542	"Murine serum reactivity to common autoantigens in response to immunization with neutrophil extracellular traps"	"Protein profiling by protein array"	"Bos taurus;Escherichia coli;Gallus gallus;Homo sapiens;Mus musculus;Oryctolagus cuniculus"	40		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32542/suppl"	22300536		"Chih Long Liu"	"Jan 26, 2012"
GSE32543	"Human and murine serum reactivity to specific histone posttranslational modifications in neutrophil extracellular traps"	"Protein profiling by protein array"	"Homo sapiens;Mus musculus"	78		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32543/suppl"	22300536		"Chih Long Liu"	"Jan 26, 2012"
GSE32544	"Specific post-translational histone mod. of neutrophil extracellular traps as immunogens & potential SLE Ab targets."	"Protein profiling by protein array"	"Bos taurus;Escherichia coli;Gallus gallus;Homo sapiens;Mus musculus;Oryctolagus cuniculus"	118		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32544/suppl"	22300536		"Chih Long Liu"	"Jan 26, 2012"
GSE34158	"Expression data from peripheral blood  - blood draws at Pre and Post time points of Allergen inhalation challenge (PAX.GR)"	"Expression profiling by array"	"Homo sapiens"	8		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34158/suppl"	22316092		"Scott Tebbutt"	"Jan 26, 2012"
GSE34159	"Expression data from peripheral blood  - blood draws at Pre and Post time points of Allergen inhalation challenge (PAX.NGR)"	"Expression profiling by array"	"Homo sapiens"	8		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34159/suppl"	22316092		"Scott Tebbutt"	"Jan 26, 2012"
GSE34160	"Expression data from peripheral blood  - blood draws at Pre and Post time points of Allergen inhalation challenge (PAX.NGR and EDTA)"	"Expression profiling by array"	"Homo sapiens"	18		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34160/suppl"	22316092		"Scott Tebbutt"	"Jan 26, 2012"
GSE34172	"Expression data from peripheral blood  - blood draws at Pre and Post time points of Allergen inhalation challenge"	"Expression profiling by array"	"Homo sapiens"	34		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34172/suppl"	22316092		"Scott Tebbutt"	"Jan 26, 2012"
GSE35256	"Comparison of normalized signal intensities of various miRNAs in the exsosomes isolated by Exoquick or ultracentrifugation"	"Non-coding RNA profiling by array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35256/suppl"	22797057		"Tomohiro Umezu"	"Jan 26, 2012"
GSE35331	"Expression data from Bone-Marrow Mesenchymal Stromal Cells (BM-MSC) from Follicular Lymphoma patient (FL) or Healthy Donor (HD)."	"Expression profiling by array"	"Homo sapiens"	28		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35331/suppl"	22289889		"Delphine Rossille"	"Jan 26, 2012"
GSE35341	"The DNA methylation landscape of small cell lung cancer"	"Methylation profiling by genome tiling array"	"Homo sapiens"	29		"GFF;PAIR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35341/suppl"	22907430		"Marc Jung"	"Jan 26, 2012"
GSE35356	"Gene expression profiles of oral normal fibroblasts (NFs) and oral carcinoma-associated fibroblasts (CAFs)"	"Expression profiling by array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35356/suppl"	24556718		"Wei Lan"	"Jan 26, 2012"
GSE26922	"Cell cycle expression profiles in HeLa cells"	"Expression profiling by array"	"Homo sapiens"	18		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26922/suppl"	22391450		"Subhashini Sadasivam"	"Jan 25, 2012"
GSE27030	"Genome-wide binding profiles of the B-Myb-MuvB complex in HeLa cells"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	6		"BAM;PDF"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27030/suppl"	22391450	SRP005609	"Subhashini Sadasivam"	"Jan 25, 2012"
GSE27031	"The MuvB complex sequentially recruits B-Myb and FoxM1 to promote mitotic gene expression"	"Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array"	"Homo sapiens"	24		"BAM;CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27031/suppl"	22391450		"Subhashini Sadasivam"	"Jan 25, 2012"
GSE30155	"Chromosomal profiles of high-grade cervical intraepithelial neoplasia relate to duration of preceding high-risk human papillomavirus infection"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	53		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30155/suppl"	22020762		"Daoud Sie"	"Jan 25, 2012"
GSE32142	"Silencing of HAI-1 in a human oral squamous cell carcinoma cell line, SAS"	"Expression profiling by array"	"Homo sapiens"	4		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32142/suppl"	22262311		"Tsuyoshi Fukushima"	"Jan 25, 2012"
GSE33374	"Expression data from healthy human CD161++CD8aa and CD161++CD8ab T cells"	"Expression profiling by array"	"Homo sapiens"	8		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33374/suppl"	22086415		"Natasha Sahgal"	"Jan 25, 2012"
GSE33424	"Expression data from human cord blood CD161++/CD161+/CD161- CD8+ T cell subsets"	"Expression profiling by array"	"Homo sapiens"	9		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33424/suppl"	22086415		"Natasha Sahgal"	"Jan 25, 2012"
GSE33425	"Human MAIT and CD8++ cell development"	"Expression profiling by array"	"Homo sapiens"	17		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33425/suppl"	22086415		"Natasha Sahgal"	"Jan 25, 2012"
GSE33701	"Increased sensitivity of next generation sequencing-based expression profiling after globin reduction in human blood RNA"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33701/suppl"	22257641	SRP009329	"Anastasios Mastrokolias"	"Jan 25, 2012"
GSE33708	"Recurrent genomic instability of chromosome 1q in neural derivatives of human embryonic stem cells"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	3		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33708/suppl"	22269325		"nathalie lefort"	"Jan 25, 2012"
GSE35324	"Genome-wide analysis of gene expression in isoflavone and 3,3’-diindolylmethane treated C4-2B prostate cancer cells"	"Expression profiling by array"	"Homo sapiens"	5	GDS4123	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35324/suppl"	22412975		"Fazlul H. Sarkar"	"Jan 25, 2012"
GSE26323	"Human hepatocellular carcinoma: primary tumor vs.lung metastasis"	"Non-coding RNA profiling by array"	"Homo sapiens;Mus musculus;Rattus norvegicus"	6		"LSR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26323/suppl"	23478189		"Wei-Zhong Wu"	"Jan 24, 2012"
GSE28968	"MRNA expression data from human breast cancer cell lines after demethylation treatment."	"Expression profiling by array"	"Homo sapiens"	42		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28968/suppl"	22076154		"Ramin Radpour"	"Jan 24, 2012"
GSE28969	"MicroRNA expression data from human breast cancer cell lines after demethylation treatment."	"Non-coding RNA profiling by array"	"Homo sapiens;synthetic construct"	27		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28969/suppl"	22076154		"Ramin Radpour"	"Jan 24, 2012"
GSE28976	"Expression data from human breast cancer cell lines after demethylation treatment"	"Expression profiling by array;Non-coding RNA profiling by array"	"Homo sapiens;synthetic construct"	69		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28976/suppl"	22076154		"Ramin Radpour"	"Jan 24, 2012"
GSE32677	"Characterization of genome-wide enhancer-promoter interactions reveals co-expression of interacting genes and modes of higher order chromatin organization"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	3		"BED;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32677/suppl"	22270183	SRP008818	"Iouri Chepelev"	"Jan 24, 2012"
GSE34789	"Expression levels in strained vs. non-strained Calu-3 lung epithelial cells"	"Expression profiling by array"	"Homo sapiens"	2		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34789/suppl"			"Michael Koeppen"	"Jan 24, 2012"
GSE35239	"Open Chromatin by FAIRE from ENCODE/OpenChrom(UNC Chapel Hill)"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	37		"BIGWIG;NARROWPEAK;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35239/suppl"		SRP010579	"ENCODE DCC"	"Jan 24, 2012"
GSE35278	"Genomic analysis of marginal zone and lymphoplasmacytic lymphomas identified common and disease-specific abnormalities"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	114		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35278/suppl"	22301699;23028731		"Esteban Braggio"	"Jan 24, 2012"
GSE35287	"Unique Transcriptome, Pathways, and Networks in the Human Endometrial Fibroblast Response to Progesterone in Endometriosis"	"Expression profiling by array"	"Homo sapiens"	80		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35287/suppl"	20864642		"Linda Giudice"	"Jan 24, 2012"
GSE8952	"Sox18 regulated genes"	"Expression profiling by array"	"Homo sapiens"	3		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE8nnn/GSE8952/suppl"	22292085		"Rainer de Martin"	"Jan 23, 2012"
GSE28492	"miRNA and mRNA expression profiling of human immune cell subsets"	"Expression profiling by array;Non-coding RNA profiling by array"	"Homo sapiens;synthetic construct"	156		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28492/suppl"	22276136		"Donavan Cheng"	"Jan 23, 2012"
GSE31684	"Combination of a novel gene expression signature with a clinical nomogram improves the prediction of survival in high-risk bladder cancer  "	"Expression profiling by array"	"Homo sapiens"	93	GDS4456	"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31684/suppl"	22228636;24486590		"Markus Riester"	"Jan 23, 2012"
GSE35190	"aCGH study of iPS cells from two normal subjects and two Parkinson's disease patients with parkin mutations"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35190/suppl"	22314364		"Jian Feng"	"Jan 21, 2012"
GSE14322	"ArrayCGH of human hepatocellular carcinoma (HCC)"	"Genome variation profiling by array"	"Homo sapiens"	76		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE14nnn/GSE14322/suppl"	22202459		"Xin Wei Wang"	"Jan 20, 2012"
GSE25623	"Bone marrows infiltrating human neuroblastoma cells express high levels of calprotectin and HLA-G proteins."	"Expression profiling by array"	"Homo sapiens"	32		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25623/suppl"	22253825		"PAOLA SCARUFFI"	"Jan 20, 2012"
GSE26800	"Intratumoral genomic heterogeneity in submucosal-invasive gastric cancer"	"Genome variation profiling by array;Genome variation profiling by genome tiling array"	"Homo sapiens"	59		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26800/suppl"			"Yoshiyuki Tsukamoto"	"Jan 20, 2012"
GSE33664	"Extensive promoter-centered chromatin interactions provide a topological basis for transcription regulation"	"Genome binding/occupancy profiling by high throughput sequencing;Other"	"Homo sapiens"	10		"BAM;BED;BW;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33664/suppl"	22265404	SRP009419	"Guoliang Li"	"Jan 20, 2012"
GSE34258	"Genome sequencing of childhood medulloblastoma brain tumors links chromothripsis with TP53 mutations"	"Genome variation profiling by SNP array"	"Homo sapiens"	49		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34258/suppl"	22265402		"David J. H. Shih"	"Jan 20, 2012"
GSE35207	"Expression analysis of Epstein-Barr virus–transformed human lymphoblastoid cell lines (LCLs) between male and female."	"Expression profiling by array"	"Homo sapiens"	2		"PAIR;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35207/suppl"			"Yo Niida"	"Jan 20, 2012"
GSE35224	"Gene expression profiling of Hodgkin Lymphoma cell line following REL-B depletion"	"Expression profiling by array"	"Homo sapiens"	16		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35224/suppl"			"Brian Andrew Lewis"	"Jan 20, 2012"
GSE20129	"Atherosclerosis study using female peripheral blood samples"	"Expression profiling by array"	"Homo sapiens"	135		"RDATA"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20129/suppl"	21521779		"Chiang-Ching Huang"	"Jan 19, 2012"
GSE34211	"Pfizer Molecular Profile Data for Cell Lines"	"Expression profiling by array;SNP genotyping by SNP array;Genome variation profiling by SNP array"	"Homo sapiens"	402		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34211/suppl"	22222631;24107449		"Keith A Ching"	"Jan 19, 2012"
GSE34323	"Genome wide analysis of tumours in individuals with p53-germline mutations"	"Genome variation profiling by SNP array"	"Homo sapiens"	7		"CEL;CNCHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34323/suppl"	22265402		"Diana M Merino"	"Jan 19, 2012"
GSE34817	"Co-targeting of the PI3K pathway improves the response of BRCA1 deficient breast cancer cells to PARP1 inhibition"	"Expression profiling by array"	"Homo sapiens"	15		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34817/suppl"	22266096		"Ida Johansson"	"Jan 19, 2012"
GSE34957	"Somatic mutations in Liver Cancer"	"Genome variation profiling by SNP array"	"Homo sapiens"	40		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34957/suppl"	22267523		"Peter Haverty"	"Jan 19, 2012"
GSE22619	"Genome wide expression data from discordant twins (ulcerative colitis, primary mucosal tissue)"	"Expression profiling by array"	"Homo sapiens"	20	GDS4519	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE22nnn/GSE22619/suppl"	21621540;22826509		"Robert Haesler"	"Jan 18, 2012"
GSE24579	"Potentiation of glucocorticoid signaling by chloroquine via inhibition of lysosomes"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24579/suppl"	21730326		"Karl Dykema"	"Jan 18, 2012"
GSE27663	"Binding pattern and chromatin modifications induced by AML1/ETO in human hematopoietic stem/progenitor cells"	"Genome binding/occupancy profiling by genome tiling array"	"Homo sapiens"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27663/suppl"	22289984		"Sara Alvarez"	"Jan 18, 2012"
GSE30558	"Bisulphite-sequencing of chromatin immunoprecipitated DNA (BisChiP-seq) directly informs methylation status"	"Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by high throughput sequencing"	"Homo sapiens"	2		"BAM;BED;CSV;WIG"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30558/suppl"	22466171	SRP007491	"Mark Robinson"	"Jan 18, 2012"
GSE34340	"Bisulphite sequencing of native LNCaP and PrEC DNA [methylation array]"	"Methylation profiling by genome tiling array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34340/suppl"	22466171		"Mark Robinson"	"Jan 18, 2012"
GSE34403	"Bisulphite-sequencing of chromatin immunoprecipitated DNA directly informs methylation status of histone-modified DNA"	"Genome binding/occupancy profiling by high throughput sequencing;Methylation profiling by high throughput sequencing;Methylation profiling by genome tiling array"	"Homo sapiens"	8		"BED;CSV;WIG"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34403/suppl"	22466171		"Mark Robinson"	"Jan 18, 2012"
GSE35128	"MicroRNA implication in murine liver regeneration"	"Non-coding RNA profiling by array"	"Homo sapiens;Human alphaherpesvirus 1;Human betaherpesvirus 5;Human gammaherpesvirus 4;Human gammaherpesvirus 8;Human immunodeficiency virus 1;Human polyomavirus 1;JC polyomavirus;Macaca mulatta polyomavirus 1;Murid betaherpesvirus 1;Murid gammaherpesvirus 4;Mus musculus;Rattus norvegicus"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35128/suppl"	22307273		"Apostolos Zaravinos"	"Jan 18, 2012"
GSE35159	"The expression profiles of AML cell lines"	"Expression profiling by array"	"Homo sapiens"	12	GDS4497	"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35159/suppl"	21394097		"Yusuke Saito"	"Jan 18, 2012"
GSE24199	"Novel Properties of Side Population cells in Soft-tissue Sarcoma, and How They May Be Targeted to Develop Potential Therapies"	"Expression profiling by array"	"Homo sapiens"	8		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24199/suppl"	22232736		"Qingxia Wei"	"Jan 17, 2012"
GSE24859	"Expression data from healthy postmenopausal women on 4 different types of hormone therapy, the RET study"	"Expression profiling by array"	"Homo sapiens"	48		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE24nnn/GSE24859/suppl"	22217510		"Anders Erik Astrup Dahm"	"Jan 17, 2012"
GSE30120	"Three commercial array platforms compared for DNA copy number detection with DNA isolated from FFPE tissue [NimbleGen]"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	11		"PAIR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30120/suppl"	22162309		"Daoud Sie"	"Jan 17, 2012"
GSE30121	"Three commercial array platforms compared for DNA copy number detection with DNA isolated from FFPE tissue [Agilent]"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	11		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30121/suppl"	22162309		"Daoud Sie"	"Jan 17, 2012"
GSE30123	"Three commercial array platforms compared for DNA copy number detection with DNA isolated from FFPE tissue"	"Genome variation profiling by genome tiling array"	"Homo sapiens"	22		"PAIR;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30123/suppl"	22162309		"Daoud Sie"	"Jan 17, 2012"
GSE32072	"Expression data from breast cancer FNA and surgical specimens from patients"	"Expression profiling by array"	"Homo sapiens"	50		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32072/suppl"	22235097		"TAKAYUKI IWAMOTO"	"Jan 17, 2012"
GSE32375	"Profiling Side Population Cells in Malignant Fibrous Histiocytoma"	"Expression profiling by array"	"Homo sapiens"	12		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32375/suppl"	22232736		"Qingxia Wei"	"Jan 17, 2012"
GSE35112	"Genome-wide analysis of gene expression and nuclear/cytoplasmic distribution by compound 1 treatment [293T-M]"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35112/suppl"	22312003		"liang zhang"	"Jan 17, 2012"
GSE35113	"Genome-wide analysis of gene expression and nuclear/cytoplasmic distribution by compound 1 treatment [293T_NS1-1]"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35113/suppl"	22312003		"liang zhang"	"Jan 17, 2012"
GSE35114	"Genome-wide analysis of gene expression and nuclear/cytoplasmic distribution by compound 1 treatment [293T_NS1-2]"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35114/suppl"	22312003		"liang zhang"	"Jan 17, 2012"
GSE35115	"Genome-wide analysis of gene expression by compound 1 treatment [HBEC_3h]"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35115/suppl"	22312003		"liang zhang"	"Jan 17, 2012"
GSE35116	"Genome-wide analysis of gene expression by compound 1 treatment [HBEC_6_12hr]"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35116/suppl"	22312003		"liang zhang"	"Jan 17, 2012"
GSE35117	"Analysis of cellular responsive nuclear/cytoplasmic mRNA distribution to viral virulence factor and dihydroorotate dehydrogenase (DHODH) inhibition"	"Expression profiling by array"	"Homo sapiens"	54				22312003		"liang zhang"	"Jan 17, 2012"
GSE29313	"RNA immunoprecipitation (RIP)-Chip analysis for EWS-bound mRNA"	"Expression profiling by array"	"Homo sapiens"	8		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29313/suppl"	22241085		"Yuji Nakai"	"Jan 16, 2012"
GSE33733	"Complete OATP1B1 and OATP1B3 deficiency underlies human Rotor syndrome."	"Genome variation profiling by SNP array;SNP genotyping by SNP array"	"Homo sapiens"	22		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33733/suppl"	22232210		"Viktor Stranecky"	"Jan 16, 2012"
GSE35109	"Genome-Wide Mapping Of Time-Series ChIP-Seq Data For Human ERα Breast Cancer Cell Line (MCF-7)"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	4		"BED;BEDGRAPH"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35109/suppl"	23166858	SRP010341	"Binhua Tang"	"Jan 16, 2012"
GSE35118	"Primary TNBC tumor in the presence or absence of SHP2"	"Expression profiling by array"	"Homo sapiens"	14		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35118/suppl"	22388088		"Tim Roloff"	"Jan 16, 2012"
GSE19981	"The Co-regulated Genes by Ectopic Expression of MiR-371-372-373 Cluster in HepG2 Cells"	"Expression profiling by array"	"Homo sapiens"	2		"LSR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE19nnn/GSE19981/suppl"			"Hongyan Guo"	"Jan 15, 2012"
GSE25210	"Genome-wide mapping of Flag-Evi1 in SKOV-3 ovarian carcinoma cells"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	2		"BED;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25210/suppl"	22308434		"Justin Jeyakani Joseph Gnanakkan"	"Jan 15, 2012"
GSE25212	"Effects of Evi1 knockdown and overexpression in SKOV-3 ovarian carcinoma cells"	"Expression profiling by array"	"Homo sapiens"	16		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25212/suppl"	22308434		"Justin Jeyakani Joseph Gnanakkan"	"Jan 15, 2012"
GSE25213	"EVI1 and AP1 Interact to Transcriptionally Regulate a Feed-Forward Loop Important for Cancer Cell Proliferation and Adhesion"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	26		"BED;CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25213/suppl"	22308434		"Justin Jeyakani Joseph Gnanakkan"	"Jan 15, 2012"
GSE29807	"Gene expression study reveals compromised Pattern Recognition Receptors and Interferon Signaling in fullterm Low birth Weight newborns"	"Expression profiling by array"	"Homo sapiens"	12		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29807/suppl"			"Bionivid Technology"	"Jan 15, 2012"
GSE31575	"Ribosomal Protein Gene Deletions in Diamond Blackfan Anemia"	"Genome variation profiling by SNP array;Genome variation profiling by genome tiling array"	"Homo sapiens"	74		"PAIR;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31575/suppl"	22045982		"Jason Eli Farrar"	"Jan 15, 2012"
GSE33724	"Effects of EVI1 mild expression in HeLa cells"	"Expression profiling by array"	"Homo sapiens"	8		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33724/suppl"	22308434		"Justin Jeyakani Joseph Gnanakkan"	"Jan 15, 2012"
GSE34039	"Pax versus tempus expression profile differences"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34039/suppl"	22214347		"Divya Mehta"	"Jan 15, 2012"
GSE35084	"Expression data from human HEK293 cells"	"Expression profiling by array"	"Homo sapiens"	4		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35084/suppl"			"Dan Wu"	"Jan 14, 2012"
GSE35102	"Characterization of the transcriptome profiles related to globin gene switching during in vitro erythroid maturation"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35102/suppl"			"Biaoru Li"	"Jan 14, 2012"
GSE22226	"Heterogeneity of Response to Chemotherapy and Recurrence-free Survival in Neoadjuvant Breast Cancer: Results from the I-SPY 1 TRIAL"	"Expression profiling by array"	"Homo sapiens"	150				22198468		"Charles M. Perou"	"Jan 13, 2012"
GSE27370	"81 human leukemia samples (affymetrix exon array)"	"Expression profiling by array"	"Homo sapiens"	81		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27370/suppl"	22238379		"chunjiang he"	"Jan 13, 2012"
GSE32442	"Functional association of Gdown1 with RNA Polymerase II in Human"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	7		"WIG"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32442/suppl"	22244331	SRP008512	"Tiandao Li"	"Jan 13, 2012"
GSE33128	"Regulation of Mediator-dependent transcriptional activation of Pol II(G) through TFII"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	4		"PDF;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33128/suppl"	22244332	SRP009042	"Ulrich Wagner"	"Jan 13, 2012"
GSE35034	"Gene expression of human skin fibroblast cells derived from hypospadias patients in response to low-dose bisphenol A exposure"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35034/suppl"	22574217		"Sone Hideko"	"Jan 13, 2012"
