Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE61187	"Circulating miRNAs Bear a Signature of Acute Hepatitis C Viremia"	"Non-coding RNA profiling by array"	"Homo sapiens"	88		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61187/suppl"	26157120		"Ashwin Balagopal"	"Sep 09, 2014"
GSE61201	"Addition of IL-6 inhibition to standard GVHD prophylaxis to prevent GVHD after allogeneic stem cell transplantation"	"Expression profiling by array"	"Homo sapiens"	47		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61201/suppl"	25456364		"Glen M Boyle"	"Sep 09, 2014"
GSE61228	"Effects of Long-term Serial Passaging on the Characteristics and Properties of Cell Lines Derived From Uveal Melanoma Primary Tumors."	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61228/suppl"	27723895		"Karine Zaniolo"	"Sep 09, 2014"
GSE48684	"Global DNA methylation alterations reveal multiple pathways in the initiation and progression of colorectal cancer"	"Methylation profiling by genome tiling array"	"Homo sapiens"	147		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48684/suppl"	24793120		"Yanxin Luo"	"Sep 08, 2014"
GSE52087	"Heme-Bound Iron Activates Placenta Growth Factor via Erythroid Krüppel‐like Factor in Erythroid Cells"	"Expression profiling by array"	"Homo sapiens"	12		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52087/suppl"	24916507		"Yanqin Yang"	"Sep 08, 2014"
GSE53700	"Silica nanoparticles effects on gene expression of A549 cells"	"Expression profiling by array"	"Homo sapiens"	18	GDS5206	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53700/suppl"	25170680		"Gerolamo Lanfranchi"	"Sep 08, 2014"
GSE57253	"An activating NLRC4 inflammasome mutation causes autoinflammation with recurrent macrophage activation syndrome"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	26		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE57nnn/GSE57253/suppl"	25217959	SRP041620	"Scott Canna"	"Sep 08, 2014"
GSE59771	"Expression data from Epithelial colon cancer cells treated with TGF-beta"	"Expression profiling by array"	"Homo sapiens"	4		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59771/suppl"			"Camille Stephan Otto Attolini"	"Sep 08, 2014"
GSE61215	"Comparison of human NK and T cell microRNAs"	"Non-coding RNA profiling by array"	"Homo sapiens;Mus musculus;Rattus norvegicus"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61215/suppl"	25410655		"Steven Ray Presnell"	"Sep 08, 2014"
GSE58406	"NOTCH1 ChIP-Seq in HBPALL cell lines"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	2		"BED;BEDGRAPH"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58406/suppl"	25194570		"Alberto Ambesi-Impiombato"	"Sep 07, 2014"
GSE44794	"Gene expression of LY6E-silent THP-1 cells and control THP-1 cells"	"Expression profiling by array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44794/suppl"	25225669		"Xuan Xu"	"Sep 06, 2014"
GSE50630	"Whole Transcriptomic Sequencing of Metastatic Castration Resistant Prostate Cancer Samples"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	8		"BED;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50630/suppl"	25189356	SRP029603	"Adam Sowalsky"	"Sep 06, 2014"
GSE56837	"Genome-wide analysis of gene expression in whole blood from HIV-1 progressors and non-progressors."	"Expression profiling by array"	"Homo sapiens"	26		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56837/suppl"	25225669		"Xuan Xu"	"Sep 06, 2014"
GSE61142	"Effects of the insulin degrading enzyme silencing on the transcriptome of HepG2 cells"	"Expression profiling by array"	"Homo sapiens"	12		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61142/suppl"	25945652		"Olga Pivovarova"	"Sep 06, 2014"
GSE61160	"Codeletion of 1p and 19q Determines Distinct Gene Methylation and Expression Profiles in IDH-mutated Oligodendroglial Tumors"	"Methylation profiling by genome tiling array"	"Homo sapiens"	51		"CSV;IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61160/suppl"	23689617		"Barbara Melendez"	"Sep 06, 2014"
GSE61166	"Global mRNA/LncRNA expression analysis of pancreatic tumors causing type3C Diabetes Mellitus"	"Expression profiling by array;Non-coding RNA profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61166/suppl"			"Wenchao Gao"	"Sep 06, 2014"
GSE61171	"Expression data from human monocyte derived dendritic cells infected with adenovirus expressing HIV-1 Vpr"	"Expression profiling by array"	"Homo sapiens"	4		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61171/suppl"	26116899		"Yoko Aida"	"Sep 06, 2014"
GSE34942	"Gastric cancer subtyping (Singapore Patient Cohort, batch B)"	"Expression profiling by array"	"Homo sapiens"	56		"CEL;XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34942/suppl"	25053715;23684942		"Zhengdeng Lei"	"Sep 05, 2014"
GSE47218	"Identification of CITED2 target genes in human CB"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47218/suppl"	25184385		"Hein Schepers"	"Sep 05, 2014"
GSE48634	"Mucosal transcriptomics implicates under expression of FAM5C in the pathogenesis of ulcerative colitis"	"Expression profiling by array"	"Homo sapiens"	171		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48634/suppl"	25171508		"Professor Anthony W Segal"	"Sep 05, 2014"
GSE48937	"KDELR activation"	"Expression profiling by array"	"Homo sapiens"	9		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48937/suppl"	25117681		"Jorge Cancino"	"Sep 05, 2014"
GSE51704	"Gene expression profiling of KLF5, GATA4 and GATA6 knock down in YCC3/AGS/KATOIII cell lines"	"Expression profiling by array"	"Homo sapiens"	36		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51704/suppl"	25053715		"Niantao Deng"	"Sep 05, 2014"
GSE51705	"ChIP-Seq experiments of KLF5, GATA4 and GATA6 in YCC3/AGS/KATOIII cell lines"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	12		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51705/suppl"	25053715	SRP031908	"Niantao Deng"	"Sep 05, 2014"
GSE51706	"Integrative study of cooperative lineage-survival oncogenes in gastric cancer"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	48		"BED;CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51706/suppl"	25053715		"Niantao Deng"	"Sep 05, 2014"
GSE52889	"Effect of methylphenidate on gene expression profiles of Attention Deficit Hyperactivity Disorder patients and unaffected controls."	"Expression profiling by array"	"Homo sapiens"	4		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52889/suppl"	25162476		"Claus Juergen Scholz"	"Sep 05, 2014"
GSE53124	"Migration and invasion of 5 glioblastoma cell lines"	"Expression profiling by array"	"Homo sapiens"	5		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53124/suppl"	25149900		"Claus Juergen Scholz"	"Sep 05, 2014"
GSE55571	"DNA methylation analysis during in vitro myogenic differentiation"	"Methylation profiling by genome tiling array"	"Homo sapiens"	7		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55571/suppl"	25190712		"Kazuhiko Nakabayashi"	"Sep 05, 2014"
GSE58200	"Pseudouridine profiling reveals widespread regulated mRNA pseudouridylation in yeast and human cells"	"Expression profiling by high throughput sequencing;Other"	"Homo sapiens;Saccharomyces cerevisiae"	109		"TXT;WIG"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58200/suppl"	25192136	SRP042670	"Thomas M Carlile"	"Sep 05, 2014"
GSE58942	"The effect of freeze-thaw cycles on gene expression levels in lymphoblastoid cell lines"	"Expression profiling by array"	"Homo sapiens"	187		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58942/suppl"	25192014		"Minal Caliskan"	"Sep 05, 2014"
GSE60487	"Loss of MBNL Leads to Disruption of Developmentally Regulated Alternative Polyadenylation in RNA-Mediated Disease"	"Expression profiling by high throughput sequencing"	"Homo sapiens;Mus musculus"	36		"TXT;WIG;XLSX"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60487/suppl"	25263597	SRP045573	"Ranjan Batra"	"Sep 05, 2014"
GSE61107	"Genome-wide DNA methylation analysis of human brain tissue from schizophrenia patients"	"Methylation profiling by array"	"Homo sapiens"	48		"IDAT;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61107/suppl"	24399042		"Joanne Voisey"	"Sep 05, 2014"
GSE61122	"Affymetrix SNP array data for homozygosity mapping of segregating anhidrosis"	"SNP genotyping by SNP array"	"Homo sapiens"	4		"CEL;CHP;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61122/suppl"			"Joakim Klar"	"Sep 05, 2014"
GSE61129	"Exonic variants associated with development of Aspirin Exacerbated Respiratory Diseases"	"SNP genotyping by SNP array"	"Homo sapiens"	969		"IDAT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61129/suppl"	25372592		"Seung-Woo Shin"	"Sep 05, 2014"
GSE61165	"IsomiRage: from functional classification to differential expression of miRNAs and their isoforms"	"Non-coding RNA profiling by high throughput sequencing"	"Homo sapiens"	2		"XLSX"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61165/suppl"		SRP046234	"Heiko Muller"	"Sep 05, 2014"
GSE40013	"Whole saliva expression data from human populations stratified by psychosocial stress exposure"	"Expression profiling by array"	"Homo sapiens"	47		"CEL;CHP"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40013/suppl"			"Aaron Wacholder"	"Sep 04, 2014"
GSE46416	"State- and trait-specific gene expression in euthymia and mania"	"Expression profiling by array"	"Homo sapiens"	32		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46416/suppl"	25136889		"Carsten Sticht"	"Sep 04, 2014"
GSE56400	"Effect of PARP1 inhibition on transcription in MCF7 cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56400/suppl"	25199834		"Kristin Krukenberg"	"Sep 04, 2014"
GSE58004	"Epigenetic silencing of miR-210 increases the proliferation of gastric epithelium during chronic Helicobacter pylori infection"	"Expression profiling by array"	"Homo sapiens"	8		"CEL;CHP;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58004/suppl"	25187177		"Kotaro Kiga"	"Sep 04, 2014"
GSE58844	"Effect of PARP1 inhibition on transcription high and low PARP activity cell lines"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58844/suppl"	25199834		"Kristin Krukenberg"	"Sep 04, 2014"
GSE61042	"Gene expression changes between sensitive and YK-4-279-resistant Ewing's Sarcoma cell lines"	"Expression profiling by array"	"Homo sapiens"	18		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61042/suppl"	25964201		"Joseph A. Ludwig"	"Sep 04, 2014"
GSE61071	"Transcriptome wide identification of retained introns upon depletion of the splicing factors SNW1 or PRPF8"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61071/suppl"	25257309	SRP046271	"Roman R Stocsits"	"Sep 04, 2014"
GSE61105	"Explicit DNase sequence bias modeling enables high resolution transcription factor footprint detection"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61105/suppl"	25294828	SRP046220	"Christopher L Frank"	"Sep 04, 2014"
GSE51430	"Genome sequencing coupled with iPSC technology identifies GTDC1 as a novel candidate gene involved in Neurodevelopmental Disorders"	"Genome variation profiling by high throughput sequencing"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51430/suppl"	24603971	SRP031505	"Axel HILLMER"	"Sep 03, 2014"
GSE51672	"A histone H3.3 Lysine 36 Trimethylation Reader Connects Chromatin to Regulated Pre-mRNA Processing"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51672/suppl"	25263594	SRP031893	"Yang Shi"	"Sep 03, 2014"
GSE53924	"DNA methylation analysis of the autistic brain reveals dysregulated biological pathways"	"Methylation profiling by genome tiling array"	"Homo sapiens"	45				25180572		"Evan Elliott"	"Sep 03, 2014"
GSE55692	"FIR inhibition in HCC cells (Hep3B)"	"Expression profiling by array"	"Homo sapiens"	6		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55692/suppl"	24824848		"Carsten Sticht"	"Sep 03, 2014"
GSE56701	"RNA-Seq analysis of prostate tumors with or without androgen receptor splice variant"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56701/suppl"	25184630	SRP041094	"Jun Luo"	"Sep 03, 2014"
GSE56763	"Genome-wide profiling of the DNA methylation landscape in primary and matastatic breast cancer types [468LN and 468PT]"	"Methylation profiling by high throughput sequencing"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56763/suppl"	25106427		"Manel Esteller"	"Sep 03, 2014"
GSE60904	"Identification of Tra2β-associated mRNAs in HCT116 cells"	"Expression profiling by array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60904/suppl"			"Yuki Kuwano"	"Sep 03, 2014"
GSE60965	"MicroRNA profile of exosome from serum samples of  Kawasaki disease"	"Non-coding RNA profiling by array"	"Homo sapiens"	3		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60965/suppl"			"Hong-Ling Jia"	"Sep 03, 2014"
GSE60970	"Modulation of cell metabolic pathways and oxidative stress signaling contribute to acquired melphalan resistance in multiple myeloma cells"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60970/suppl"	25769101		"Animesh Sharma"	"Sep 03, 2014"
GSE61007	"Melanoma cell acquired resistance to vinca-alkaloids"	"Expression profiling by array"	"Homo sapiens"	4		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61007/suppl"			"Laure-Anais Vincent"	"Sep 03, 2014"
GSE61015	"Long non-coding RNAs are differentially expressed in hepatocellular carcinoma cell lines with different metastatic potential"	"Non-coding RNA profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61015/suppl"			"Fang Tingting"	"Sep 03, 2014"
GSE61017	"Gene expression profile of HoxA9 over expressing and empty vector (EV) control Hemato-Endothelial Progenitors (HEPs) subpopulations"	"Expression profiling by array"	"Homo sapiens"	3		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61017/suppl"	25185710		"Pedro Jose Real"	"Sep 03, 2014"
GSE61041	"The influence of WWOX tumor supressor gene on endometrial cancerogenesis"	"Expression profiling by array"	"Homo sapiens"	8		"GPR;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61041/suppl"	25892250		"Magdalena Nowakowska"	"Sep 03, 2014"
GSE61050	"Expression data of neural progenitor cells differentiation from human embryonic stem cells"	"Expression profiling by array"	"Homo sapiens"	5		"CEL;CHP;XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE61nnn/GSE61050/suppl"	25406762		"Weidong Le"	"Sep 03, 2014"
GSE49377	"Methylation profiling data from medulloblastoma tumor samples"	"Methylation profiling by genome tiling array"	"Homo sapiens"	46		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49377/suppl"	24651015		"Marc Remke"	"Sep 02, 2014"
GSE49576	"Methylation data from medulloblastoma tumor samples"	"Methylation profiling by array"	"Homo sapiens"	83		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49576/suppl"	24651015		"Marcel Kool"	"Sep 02, 2014"
GSE56158	"Transcriptomic analysis of human cybrid cell lines harboring increasing levels of the mitochondrial DNA (mtDNA) 3243A>G mutation"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56158/suppl"	25192935	SRP040542	"Douglas Wallace"	"Sep 02, 2014"
GSE58294	"Gene Expression Following Cardioembolic Stroke"	"Expression profiling by array"	"Homo sapiens"	92		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58294/suppl"	25036109		"Boryana Stamova"	"Sep 02, 2014"
GSE58660	"Subcellular localization of coagulation factor II receptor-like 1 in neurons governs angiogenesis"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	1		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58660/suppl"	25216639	SRP043423	"Jean-Sebastien Joyal"	"Sep 02, 2014"
GSE58869	"HepG2-MEK Inhibition with PD98059"	"Expression profiling by array"	"Homo sapiens"	16		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE58nnn/GSE58869/suppl"	25028509		"Michael Kilberg"	"Sep 02, 2014"
GSE59312	"Expression profiling of peripheral blood of chronic HCV infection"	"Expression profiling by array"	"Homo sapiens"	79		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE59nnn/GSE59312/suppl"	25100847		"Andre Boonstra"	"Sep 02, 2014"
GSE60959	"miRNA profiling in the plasma of patients with in-stent restenosis (ISR)"	"Non-coding RNA profiling by array"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE60nnn/GSE60959/suppl"	25427155		"Yue Li"	"Sep 02, 2014"
GSE27543	"Vastus lateralis biopsies from healthy and COPD patients before and after 3 weeks of endurance training"	"Expression profiling by array"	"Homo sapiens"	16		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE27nnn/GSE27543/suppl"			"Nil Turan"	"Sep 01, 2014"
GSE40297	"Gene expression profiling of processing glycosidase inhibitors: defining a common gene set produced by processing glycosidase inhibition in human cervical carcinoma HeLa cells"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40297/suppl"			"Satoshi Kondo"	"Sep 01, 2014"
GSE40687	"The effect of TRPM2-AS depletion in human prostate carcinoma PC3 cell line"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40687/suppl"	24931166;26484139		"Giovanni Lavorgna"	"Sep 01, 2014"
GSE43640	"KSHV microRNA transfection and human mRNA expression changes"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43640/suppl"	24039573		"Joseph M Ziegelbauer"	"Sep 01, 2014"
GSE45910	"Apparently Balanced Chromosomal Rearrangements (BCRs) as a model for random mutagenesis in humans"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	3		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45910/suppl"		SRP020661	"Mads Bak"	"Sep 01, 2014"
GSE48616	"Expression data from hBMSCs cultured on PLLA nanofibers"	"Expression profiling by array"	"Homo sapiens"	16		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48616/suppl"			"Wentao Liu"	"Sep 01, 2014"
GSE48990	"Evaluation of the robustness of classification of carcinogen-modified transcriptomic responses in HepaRG cells and the interlaboratory reproducibility of the model"	"Expression profiling by array"	"Homo sapiens"	360		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48990/suppl"			"Tatyana Doktorova"	"Sep 01, 2014"
GSE50173	"Genes regulated by miR-127-3p in glioblastoma cell line"	"Expression profiling by array"	"Homo sapiens"	2		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50173/suppl"	24604520		"jie liu"	"Sep 01, 2014"
GSE50421	"Exon Array Data for Colerectal Tumor and Normal Samples"	"Expression profiling by array"	"Homo sapiens"	49				27330311		"Sathish Periyasamy"	"Sep 01, 2014"
GSE51261	"A histone H3.3 Lysine 36 Trimethylation Reader Connects Chromatin to Regulated Pre-mRNA Processing"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51261/suppl"	25263594	SRP030639	"Yi Xing"	"Sep 01, 2014"
GSE51455	"Expression data from diploid and aneuoploid human pluripotent stem cells, teratomas derived from them, and pluripotent-like cells recovered from these teratomas"	"Expression profiling by array"	"Homo sapiens"	13		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51455/suppl"	25198699		"Uri Ben-David"	"Sep 01, 2014"
GSE52573	"Genome-wide methylation profiling of multiple sporadic colorectal cancer"	"Methylation profiling by array"	"Homo sapiens"	41		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52573/suppl"	24643221		"Juanjo Lozano"	"Sep 01, 2014"
GSE53745	"microRNA expression in HeLa cells under a mild hyperthermia"	"Non-coding RNA profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53745/suppl"	25068899		"Hirohiko Hohjoh"	"Sep 01, 2014"
GSE54141	"Integrated analyses of DNA methylation and hydroxymethylation reveal tumor suppressive roles of ECM1, ATF5 and EOMES in human hepatocellular carcinoma"	"Methylation profiling by high throughput sequencing"	"Homo sapiens"	36		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54141/suppl"	25517360	SRP035466	"Desheng Gong"	"Sep 01, 2014"
GSE54201	"Small molecule inhibitor of BCL2 in combination with RCHOP is effective in CD20 negative lymphoma"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54201/suppl"		SRP035503	"Zhongwu Lai"	"Sep 01, 2014"
GSE54282	"Systems-based analyses of brain regions functionally impacted in Parkinson's disease reveals underlying causal mechanisms"	"Expression profiling by array"	"Homo sapiens"	33		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54282/suppl"	25170892		"Brigit Erin Riley"	"Sep 01, 2014"
GSE54634	"ChIP-seq mapping of histone modifications in CD14++ CD16- monocytes from human blood samples"	"Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	16		"BW"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54634/suppl"	24732314	SRP036159	"Marek Bartkuhn"	"Sep 01, 2014"
GSE54990	"RNA binding protein DDX1 promotes subset of primary miRNA processing"	"Expression profiling by RT-PCR"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54990/suppl"			"Cecil Han"	"Sep 01, 2014"
GSE55793	"TaqMan microRNA array of human serum from children with eosinophilic esophagitis"	"Expression profiling by RT-PCR"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55793/suppl"	25147232		"Calies Menard-Katcher"	"Sep 01, 2014"
GSE55794	"Nanostring nCounter human miRNA assay (v1) of eosinophilic esophagitis"	"Other"	"Homo sapiens"	11		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55794/suppl"	25147232		"Calies Menard-Katcher"	"Sep 01, 2014"
GSE55795	"MicroRNA assays of eosinophilic esophagitis"	"Expression profiling by RT-PCR;Other"	"Homo sapiens"	21				25147232		"Calies Menard-Katcher"	"Sep 01, 2014"
GSE55821	"MicroRNA expression profile in TRAIL-sensitive and -resistant H460 cells"	"Other"	"Homo sapiens"	6		"RCC"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55821/suppl"	26080425		"Alessandra Drusco"	"Sep 01, 2014"
GSE55859	"Gene expression profile of TRAIL-sensitive and -resistant H460 cells"	"Expression profiling by array"	"Homo sapiens"	8		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55859/suppl"	26080425		"Alessandra Drusco"	"Sep 01, 2014"
GSE55860	"A set of NF-KB-regulated microRNAs induce acquired TRAIL resistance in lung cancer"	"Other;Expression profiling by array"	"Homo sapiens"	14		"CEL;RCC"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55860/suppl"	26080425		"Alessandra Drusco"	"Sep 01, 2014"
GSE55975	"Genome-wide analysis of gene expression in human iPSCs and NSCs engineered by safe-harbor TALEN-mediated gene targeting"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55975/suppl"			"Jizhong Zou"	"Sep 01, 2014"
GSE56524	"Using RNA sequencing for identifying gene imprinting and random monoallelic expression in human placenta (RNA-seq)"	"Expression profiling by high throughput sequencing"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56524/suppl"	25437054	SRP041001	"Tauno Metsalu"	"Sep 01, 2014"
GSE56685	"Using RNA sequencing for identifying gene imprinting and random monoallelic expression in human placenta (SNP genotyping)"	"SNP genotyping by SNP array;Genome variation profiling by SNP array"	"Homo sapiens"	30		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56685/suppl"	25437054		"Tauno Metsalu"	"Sep 01, 2014"
